Акт;Требование (статья);Битая ссылка;Класс;Регулятор
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 26 Предоставление животного мира в пользование";"https://10.61.42.188/rus/docs/Z040000593_#z30";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 27 Права и обязанности пользователей животным миром";"https://10.61.42.188/rus/docs/Z040000593_#z31";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 29 Лимиты и квоты на пользование животным миром";"https://10.61.42.188/rus/docs/Z040000593_#z33";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 31 Нормы и нормативы в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z35";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 35 Право на рыболовство";"https://10.61.42.188/rus/docs/Z040000593_#z41";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 37 Предоставление и прекращение права ведения охотничьего, рыбного хозяйств";"https://10.61.42.188/rus/docs/Z040000593_#z44";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 39 Рыбохозяйственные водоемы и (или) участки";"https://10.61.42.188/rus/docs/Z040000593_#z46";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 39-2 Рыбохозяйственные технологические водоемы";"https://10.61.42.188/rus/docs/Z040000593_#z885";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 40 Порядок закрепления охотничьих угодий и рыбохозяйственных водоемов и (или) участков";"https://10.61.42.188/rus/docs/Z040000593_#z47";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 42 Использование животных в научных, культурно-просветительских, воспитательных и эстетических целях, в том числе для создания зоологических коллекций";"https://10.61.42.188/rus/docs/Z040000593_#z49";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 42-1 Использование животных в целях предотвращения эпизоотии";"https://10.61.42.188/rus/docs/Z040000593_#z49";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 49 Государственный контроль и надзор в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z59";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 53 Акты должностных лиц ведомства уполномоченного органа и его территориальных подразделений, осуществляющих государственный контроль и надзор в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z63";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 9 Компетенция уполномоченного органа, его ведомства с территориальными подразделениями и иных государственных органов Республики Казахстан, осуществляющих деятельность в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z11";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 11-1 Государственная монополия в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z201";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 14 Установление ограничений и запретов на пользование животным миром в целях его сохранения и воспроизводства";"https://10.61.42.188/rus/docs/Z040000593_#z17";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 15 Охрана редких и находящихся под угрозой исчезновения видов животных";"https://10.61.42.188/rus/docs/Z040000593_#z18";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 16 Охрана животных при применении пестицидов, ядохимикатов, минеральных удобрений и других препаратов";"https://10.61.42.188/rus/docs/Z040000593_#z19";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 17 Мероприятия по сохранению среды обитания, условий размножения, путей миграции и мест концентрации животных при проектировании и осуществлении хозяйственной и иной деятельности";"https://10.61.42.188/rus/docs/Z040000593_#z20";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 19 Искусственное разведение видов животных";"https://10.61.42.188/rus/docs/Z040000593_#z22";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 21 Оказание помощи животным в случаях массовых заболеваний, угрозы гибели при стихийных бедствиях и вследствие других причин";"https://10.61.42.188/rus/docs/Z040000593_#z24";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 22 Научные исследования в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z25";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 23 Пользование животным миром";"https://10.61.42.188/rus/docs/Z040000593_#z27";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 26 Предоставление животного мира в пользование";"https://10.61.42.188/rus/docs/Z040000593_#z30";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 27 Права и обязанности пользователей животным миром";"https://10.61.42.188/rus/docs/Z040000593_#z31";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 29 Лимиты и квоты на пользование животным миром";"https://10.61.42.188/rus/docs/Z040000593_#z33";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 31 Нормы и нормативы в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z35";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 35 Право на рыболовство";"https://10.61.42.188/rus/docs/Z040000593_#z41";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 37 Предоставление и прекращение права ведения охотничьего, рыбного хозяйств";"https://10.61.42.188/rus/docs/Z040000593_#z44";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 39 Рыбохозяйственные водоемы и (или) участки";"https://10.61.42.188/rus/docs/Z040000593_#z46";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 39-2 Рыбохозяйственные технологические водоемы";"https://10.61.42.188/rus/docs/Z040000593_#z885";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 40 Порядок закрепления охотничьих угодий и рыбохозяйственных водоемов и (или) участков";"https://10.61.42.188/rus/docs/Z040000593_#z47";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 42 Использование животных в научных, культурно-просветительских, воспитательных и эстетических целях, в том числе для создания зоологических коллекций";"https://10.61.42.188/rus/docs/Z040000593_#z49";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 42-1 Использование животных в целях предотвращения эпизоотии";"https://10.61.42.188/rus/docs/Z040000593_#z49";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 49 Государственный контроль и надзор в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z59";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 53 Акты должностных лиц ведомства уполномоченного органа и его территориальных подразделений, осуществляющих государственный контроль и надзор в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z63";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 9 Компетенция уполномоченного органа, его ведомства с территориальными подразделениями и иных государственных органов Республики Казахстан, осуществляющих деятельность в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z11";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 11-1 Государственная монополия в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z201";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 14 Установление ограничений и запретов на пользование животным миром в целях его сохранения и воспроизводства";"https://10.61.42.188/rus/docs/Z040000593_#z17";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 15 Охрана редких и находящихся под угрозой исчезновения видов животных";"https://10.61.42.188/rus/docs/Z040000593_#z18";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 16 Охрана животных при применении пестицидов, ядохимикатов, минеральных удобрений и других препаратов";"https://10.61.42.188/rus/docs/Z040000593_#z19";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 17Мероприятия по сохранению среды обитания, условий размножения, путей миграции и мест концентрации животных при проектировании и осуществлении хозяйственной и иной деятельности";"https://10.61.42.188/rus/docs/Z040000593_#z20";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 19 Искусственное разведение видов животных";"https://10.61.42.188/rus/docs/Z040000593_#z22";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 21 Оказание помощи животным в случаях массовых заболеваний, угрозы гибели при стихийных бедствиях и вследствие других причин";"https://10.61.42.188/rus/docs/Z040000593_#z24";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 22 Научные исследования в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z25";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 23 Пользование животным миром";"https://10.61.42.188/rus/docs/Z040000593_#z27";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 26 Предоставление животного мира в пользование";"https://10.61.42.188/rus/docs/Z040000593_#z30";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 27 Права и обязанности пользователей животным миром";"https://10.61.42.188/rus/docs/Z040000593_#z31";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 29 Лимиты и квоты на пользование животным миром";"https://10.61.42.188/rus/docs/Z040000593_#z33";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 31 Нормы и нормативы в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z35";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 35 Право на рыболовство";"https://10.61.42.188/rus/docs/Z040000593_#z41";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 37 Предоставление и прекращение права ведения охотничьего, рыбного хозяйств";"https://10.61.42.188/rus/docs/Z040000593_#z44";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 39 Рыбохозяйственные водоемы и (или) участки";"https://10.61.42.188/rus/docs/Z040000593_#z46";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 39-2 Рыбохозяйственные технологические водоемы";"https://10.61.42.188/rus/docs/Z040000593_#z885";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 40 Порядок закрепления охотничьих угодий и рыбохозяйственных водоемов и (или) участков";"https://10.61.42.188/rus/docs/Z040000593_#z47";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 42 Использование животных в научных, культурно-просветительских, воспитательных и эстетических целях, в том числе для создания зоологических коллекций";"https://10.61.42.188/rus/docs/Z040000593_#z49";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 42-1 Использование животных в целях предотвращения эпизоотии";"https://10.61.42.188/rus/docs/Z040000593_#z49";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 49 Государственный контроль и надзор в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z59";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 53 Акты должностных лиц ведомства уполномоченного органа и его территориальных подразделений, осуществляющих государственный контроль и надзор в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z63";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 9. Компетенция уполномоченного органа, его ведомства с территориальными подразделениями и иных государственных органов Республики Казахстан, осуществляющих деятельность в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z11";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 10. Компетенция органов местного государственного управления в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z12";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 14. Установление ограничений и запретов на пользование животным миром в целях его сохранения и воспроизводства";"https://10.61.42.188/rus/docs/Z040000593_#z17";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 15. Охрана редких и находящихся под угрозой исчезновения видов животных";"https://10.61.42.188/rus/docs/Z040000593_#z18";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 16. Охрана животных при применении пестицидов, ядохимикатов, минеральных удобрений и других препаратов";"https://10.61.42.188/rus/docs/Z040000593_#z19";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 19. Искусственное разведение видов животных";"https://10.61.42.188/rus/docs/Z040000593_#z22";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 20. Интродукция, реинтродукция и гибридизация видов животных, ввоз в Республику Казахстан и вывоз из Республики Казахстан животных";"https://10.61.42.188/rus/docs/Z040000593_#z23";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 21. Оказание помощи животным в случаях массовых заболеваний, угрозы гибели при стихийных бедствиях и вследствие других причин";"https://10.61.42.188/rus/docs/Z040000593_#z24";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 22. Научные исследования в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z25";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 26. Предоставление животного мира в пользование";"https://10.61.42.188/rus/docs/Z040000593_#z30";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 27. Права и обязанности пользователей животным миром";"https://10.61.42.188/rus/docs/Z040000593_#z31";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 29. Лимиты и квоты на пользование животным миром";"https://10.61.42.188/rus/docs/Z040000593_#z33";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 33. Право на охоту";"https://10.61.42.188/rus/docs/Z040000593_#z38";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 37. Предоставление и прекращение права ведения охотничьего, рыбного хозяйств";"https://10.61.42.188/rus/docs/Z040000593_#z44";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 38. Охотничьи угодья";"https://10.61.42.188/rus/docs/Z040000593_#z45";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 40. Порядок закрепления охотничьих угодий и рыбохозяйственных водоемов и (или) участков";"https://10.61.42.188/rus/docs/Z040000593_#z47";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 42-1. Использование животных в целях предотвращения эпизоотии";"остутствует ссылка на статью";"self_malformed";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 43-1. Воспроизводство видов животных";"https://10.61.42.188/rus/docs/Z040000593_#z707";"internal_ip";"МЭПР РК"
"Об охране, воспроизводстве и использовании животного мира. Закон Республики Казахстан от 9 июля 2004 года N 593.";"Статья 49. Государственный контроль и надзор в области охраны, воспроизводства и использования животного мира";"https://10.61.42.188/rus/docs/Z040000593_#z59";"internal_ip";"МЭПР РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Глава 2-1 Общие требования безопасности в области электроэнергетики Статья 9-1. Общие положения";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 9-2. Требования безопасности при проектировании оборудовании и электроустановок в области электроэнергетики";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 9-3. Требования безопасности к электротехническому оборудованию и материалам, используемым при производстве, передаче и потреблении электрической и тепловой энергии";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 11. Распоряжения по режиму производства, передачи и потребления электрической энергии при осуществлении централизованного оперативно-диспетчерского управления";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 12. Права и обязанности участников производства и передачи электрической энергии";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 12-1. Порядок определения предельных тарифов на электрическую энергию, предельных тарифов на балансирующую электроэнергию, предельных тарифов на услугу по поддержанию готовности электрической мощности";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 13. Требования к участникам производства и передачи электрической энергии";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 13-1. Требования к деятельности по передаче электрической энергии";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 14. Рынок электрической и тепловой энергии";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 15. Оптовый рынок электрической энергии";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 15-1. Порядок и требования к разработке прогнозного баланса электрической энергии и мощности на предстоящий семилетний период";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 15-3. Рынок электрической мощности";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 15-4. Инвестиционные соглашения на модернизацию, расширение, реконструкцию и (или) обновление";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 15-5. Формирование Реестра и участие потребителей и энергопроизводящих организаций, включенных в Реестр, в создании электрической мощности";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 15-6. Порядок проведения тендера на строительство генерирующих установок, вновь вводимых в эксплуатацию";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 15-9. Инвестиционные соглашения на модернизацию, реконструкцию и (или) расширение со строительством генерирующих установок с использованием газа в качестве альтернативного типа топлива";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 18. Договоры на розничном рынке электрической и тепловой энергии";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"Об электроэнергетике. Закон Республики Казахстан от 9 июля 2004 года № 588.";"Статья 19. Права и обязанности потребителей электрической и тепловой энергии";"https://10.61.41.253/client/#!/doc/20569/rus";"internal_ip";"МЭ РК"
"О профилактике правонарушений среди несовершеннолетних и предупреждении детской безнадзорности и беспризорности. Закон Республики Казахстан от 9 июля 2004 года N 591.";"Статья 4. Основные задачи государственных органов в области профилактики правонарушений, безнадзорности и беспризорности среди несовершеннолетних";"https://10.61.42.188/rus/docs/Z040000591_#z6";"internal_ip";""
"О профилактике правонарушений среди несовершеннолетних и предупреждении детской безнадзорности и беспризорности. Закон Республики Казахстан от 9 июля 2004 года N 591.";"Статья 5. Государственное регулирование в области профилактики правонарушений, безнадзорности и беспризорности среди несовершеннолетних";"https://10.61.42.188/rus/docs/Z040000591_#z7";"internal_ip";""
"О профилактике правонарушений среди несовершеннолетних и предупреждении детской безнадзорности и беспризорности. Закон Республики Казахстан от 9 июля 2004 года N 591.";"Статья 6. Система профилактики правонарушений, безнадзорности и беспризорности среди несовершеннолетних";"https://10.61.42.188/rus/docs/Z040000591_#z8";"internal_ip";""
"О профилактике правонарушений среди несовершеннолетних и предупреждении детской безнадзорности и беспризорности. Закон Республики Казахстан от 9 июля 2004 года N 591.";"Статья 9. Комиссии по делам несовершеннолетних и защите их прав";"https://10.61.42.188/rus/docs/Z040000591_#z12";"internal_ip";""
